id_order,id_produk,nama_produk,kategori_produk,tanggal_pembelian,kuantitas,total_harga,PPN,bayar_cash,metode_bayar
375,3,hic1000 vitamin lemon,beverages,2023-02-17,6,33411,0.1,0,link aja
376,5,prenagen lova,woman,2023-03-26,4,31666,0.1,1,cash
377,6,nutrive benecol,special needs,2023-03-15,1,41097,0.1,0,dana
378,6,nutrive benecol,special needs,2023-01-31,7,68171,0.1,0,gopay
379,3,hic1000 vitamin lemon,beverages,2023-01-11,3,27615,0.1,1,cash
380,5,prenagen lova,woman,2023-05-15,3,61820,0.1,1,cash
381,1,entrasol active,adult,2023-04-04,7,65208,0.1,0,dana
382,3,hic1000 vitamin lemon,beverages,2023-01-20,3,39750,0.1,1,cash
383,6,nutrive benecol,special needs,2023-04-23,3,63206,0.1,0,dana
384,1,entrasol active,adult,2023-02-09,4,21938,0.1,1,cash
385,4,prenagen mommy,woman,2023-01-24,7,62530,0.1,0,link aja
386,1,entrasol active,adult,2023-04-16,1,42987,0.1,0,gopay
387,5,prenagen lova,woman,2023-03-24,2,49257,0.1,0,ovo
388,6,nutrive benecol,special needs,2023-01-27,5,43610,0.1,0,ovo
389,6,nutrive benecol,special needs,2023-02-05,6,46023,0.1,1,cash
390,2,prenagen esensis,woman,2023-02-20,2,31902,0.1,0,gopay
391,2,prenagen esensis,woman,2023-04-23,1,65790,0.1,0,dana
392,6,nutrive benecol,special needs,2023-04-16,2,62034,0.1,1,cash
393,5,prenagen lova,woman,2023-04-28,1,50525,0.1,0,ovo
394,1,entrasol active,adult,2023-03-20,3,49975,0.1,1,cash
395,6,nutrive benecol,special needs,2023-03-24,4,19292,0.1,0,link aja
396,1,entrasol active,adult,2023-01-03,4,30660,0.1,1,cash
397,6,nutrive benecol,special needs,2023-02-20,7,58061,0.1,0,ovo
398,5,prenagen lova,woman,2023-02-16,5,57714,0.1,1,cash
399,5,prenagen lova,woman,2023-04-08,7,37278,0.1,0,ovo
400,6,nutrive benecol,special needs,2023-04-04,5,43352,0.1,0,ovo
401,1,entrasol active,adult,2023-03-21,6,29692,0.1,0,link aja
402,3,hic1000 vitamin lemon,beverages,2023-01-09,3,64593,0.1,0,dana
403,6,nutrive benecol,special needs,2023-02-13,2,32504,0.1,0,ovo
404,4,prenagen mommy,woman,2023-02-10,7,64059,0.1,1,cash
405,1,entrasol active,adult,2023-05-08,5,50241,0.1,1,cash
406,5,prenagen lova,woman,2023-02-19,5,66926,0.1,1,cash
407,3,hic1000 vitamin lemon,beverages,2023-04-02,1,66925,0.1,0,ovo
408,1,entrasol active,adult,2023-05-12,3,37943,0.1,0,shopeepay
409,3,hic1000 vitamin lemon,beverages,2023-04-21,1,30156,0.1,0,link aja
410,4,prenagen mommy,woman,2023-04-16,4,29489,0.1,1,cash
411,2,prenagen esensis,woman,2023-02-12,2,44280,0.1,1,cash
412,4,prenagen mommy,woman,2023-01-19,5,45034,0.1,1,cash
413,1,entrasol active,adult,2023-04-05,7,36820,0.1,0,link aja
414,1,entrasol active,adult,2023-01-27,1,38930,0.1,1,cash
415,1,entrasol active,adult,2023-01-22,7,55499,0.1,0,dana
416,4,prenagen mommy,woman,2023-02-21,1,64935,0.1,1,cash
417,5,prenagen lova,woman,2023-02-13,3,47018,0.1,0,link aja
418,3,hic1000 vitamin lemon,beverages,2023-02-09,2,63897,0.1,1,cash
419,5,prenagen lova,woman,2023-04-26,5,36924,0.1,0,link aja
420,1,entrasol active,adult,2023-01-01,4,59089,0.1,0,dana
421,4,prenagen mommy,woman,2023-04-04,5,29890,0.1,1,cash
422,3,hic1000 vitamin lemon,beverages,2023-04-29,6,56676,0.1,0,ovo
423,1,entrasol active,adult,2023-04-12,1,55410,0.1,1,cash
424,1,entrasol active,adult,2023-04-06,5,28357,0.1,1,cash
425,6,nutrive benecol,special needs,2023-01-12,5,57054,0.1,1,cash
426,1,entrasol active,adult,2023-04-16,5,60169,0.1,0,dana
427,6,nutrive benecol,special needs,2023-02-11,6,44248,0.1,1,cash
428,2,prenagen esensis,woman,2023-02-20,5,43184,0.1,1,cash
429,2,prenagen esensis,woman,2023-03-19,4,62486,0.1,1,cash
430,2,prenagen esensis,woman,2023-01-21,1,64794,0.1,1,cash
431,4,prenagen mommy,woman,2023-04-24,2,63820,0.1,1,cash
432,3,hic1000 vitamin lemon,beverages,2023-05-14,6,26185,0.1,1,cash
433,6,nutrive benecol,special needs,2023-04-30,3,,0.1,0,shopeepay
434,2,prenagen esensis,woman,2023-04-12,1,66642,0.1,1,cash
435,3,hic1000 vitamin lemon,beverages,2023-03-17,5,55194,0.1,1,cash
436,1,entrasol active,adult,2023-04-02,5,27561,0.1,1,cash
437,5,prenagen lova,woman,2023-03-07,7,24030,0.1,0,shopeepay
438,5,prenagen lova,woman,2023-03-15,3,60488,0.1,1,cash
439,3,hic1000 vitamin lemon,beverages,2023-04-29,2,58388,0.1,0,dana
440,3,hic1000 vitamin lemon,beverages,2023-02-05,7,34364,0.1,1,cash
441,1,entrasol active,adult,2023-04-24,3,52560,0.1,1,cash
442,3,hic1000 vitamin lemon,beverages,2023-05-01,7,30113,0.1,1,cash
443,1,entrasol active,adult,2023-04-25,2,40666,0.1,1,cash
444,2,prenagen esensis,woman,2023-04-19,7,41387,0.1,0,gopay
445,4,prenagen mommy,woman,2023-04-19,3,41895,0.1,1,cash
446,2,prenagen esensis,woman,2023-03-31,3,59426,0.1,1,cash
447,1,entrasol active,adult,2023-01-31,2,26950,0.1,1,cash
448,5,prenagen lova,woman,2023-03-26,4,33103,0.1,0,ovo
449,4,prenagen mommy,woman,2023-05-06,7,30868,0.1,0,dana
450,1,entrasol active,adult,2023-05-11,2,60551,0.1,1,cash
451,1,entrasol active,adult,2023-04-02,6,45461,0.1,0,gopay
452,5,prenagen lova,woman,2023-02-28,3,46346,0.1,1,cash
453,5,prenagen lova,woman,2023-01-24,2,53027,0.1,1,cash
454,1,entrasol active,adult,2023-02-16,4,33136,0.1,1,cash
455,6,nutrive benecol,special needs,2023-04-18,7,18446,0.1,1,cash
456,5,prenagen lova,woman,2023-03-21,5,26092,0.1,1,cash
457,1,entrasol active,adult,2023-02-26,3,44196,0.1,1,cash
458,1,entrasol active,adult,2023-01-31,5,27895,0.1,1,cash
459,2,prenagen esensis,woman,2023-03-19,1,37437,0.1,0,ovo
460,6,nutrive benecol,special needs,2023-01-03,7,65150,0.1,1,cash
461,6,nutrive benecol,special needs,2023-02-22,7,61761,0.1,1,cash
462,5,prenagen lova,woman,2023-04-02,3,27618,0.1,0,dana
463,1,entrasol active,adult,2023-05-13,7,45243,0.1,0,ovo
464,5,prenagen lova,woman,2023-01-07,3,47309,0.1,1,cash
465,2,prenagen esensis,woman,2023-03-11,3,62307,0.1,1,cash
466,6,nutrive benecol,special needs,2023-04-22,7,47875,0.1,1,cash
467,1,entrasol active,adult,2023-04-30,1,60412,0.1,1,cash
468,6,nutrive benecol,special needs,2023-01-14,7,54163,0.1,1,cash
469,1,entrasol active,adult,2023-01-31,2,69482,0.1,0,gopay
470,2,prenagen esensis,woman,2023-01-04,7,55077,0.1,0,dana
471,2,prenagen esensis,woman,2023-03-31,1,48205,0.1,0,dana
472,2,prenagen esensis,woman,2023-02-15,5,52933,0.1,0,dana
473,1,entrasol active,adult,2023-04-27,6,29357,0.1,1,cash
474,1,entrasol active,adult,2023-01-17,5,62107,0.1,1,cash
475,2,prenagen esensis,woman,2023-05-10,5,41216,0.1,0,link aja
476,1,entrasol active,adult,2023-02-11,3,28861,0.1,1,cash
477,3,hic1000 vitamin lemon,beverages,2023-02-06,3,41922,0.1,0,shopeepay
478,5,prenagen lova,woman,2023-03-25,2,47352,0.1,0,link aja
479,1,entrasol active,adult,2023-01-27,7,43798,0.1,0,gopay
480,1,entrasol active,adult,2023-01-23,7,29642,0.1,0,shopeepay
481,3,hic1000 vitamin lemon,beverages,2023-03-16,4,33988,0.1,0,ovo
482,5,prenagen lova,woman,2023-05-01,6,43100,0.1,1,cash
483,5,prenagen lova,woman,2023-02-06,6,33967,0.1,0,link aja
484,1,entrasol active,adult,2023-02-02,3,17617,0.1,0,link aja
485,5,prenagen lova,woman,2023-01-26,5,30113,0.1,1,cash
486,1,entrasol active,adult,2023-02-11,,67542,0.1,1,cash
487,1,entrasol active,adult,2023-04-04,4,59971,0.1,0,ovo
488,1,entrasol active,adult,2023-03-06,1,32779,0.1,1,cash
489,5,prenagen lova,woman,2023-04-29,2,45408,0.1,0,link aja
490,2,prenagen esensis,woman,2023-05-06,2,54646,0.1,1,cash
491,3,hic1000 vitamin lemon,beverages,2023-02-28,,67963,0.1,1,cash
492,2,prenagen esensis,woman,2023-01-10,1,63349,0.1,1,cash
493,2,prenagen esensis,woman,2023-01-25,4,48426,0.1,1,cash
494,3,hic1000 vitamin lemon,beverages,2023-03-08,7,43202,0.1,1,cash
495,1,entrasol active,adult,2023-01-02,2,58987,0.1,1,cash
496,1,entrasol active,adult,2023-02-26,2,38787,0.1,1,cash
497,6,nutrive benecol,special needs,2023-05-02,6,60977,0.1,1,cash
498,2,prenagen esensis,woman,2023-02-17,5,42111,0.1,1,cash
499,2,prenagen esensis,woman,2023-01-29,3,40551,0.1,0,link aja
500,2,prenagen esensis,woman,2023-03-23,6,32548,0.1,1,cash
501,1,entrasol active,adult,2023-03-04,7,62324,0.1,0,link aja
502,5,prenagen lova,woman,2023-03-02,6,32538,0.1,0,shopeepay
503,5,prenagen lova,woman,2023-02-10,5,58521,0.1,1,cash
504,3,hic1000 vitamin lemon,beverages,2023-01-08,7,35168,0.1,0,ovo
505,2,prenagen esensis,woman,2023-03-31,3,51852,0.1,1,cash
506,4,prenagen mommy,woman,2023-04-16,7,28913,0.1,0,gopay
507,4,prenagen mommy,woman,2023-04-11,5,56870,0.1,1,cash
508,3,hic1000 vitamin lemon,beverages,2023-01-02,7,55845,0.1,1,cash
509,1,entrasol active,adult,2023-05-13,3,30982,0.1,1,cash
510,3,hic1000 vitamin lemon,beverages,2023-03-05,1,50353,0.1,1,cash
511,2,prenagen esensis,woman,2023-05-13,4,44617,0.1,0,gopay
512,6,nutrive benecol,special needs,2023-03-09,6,48333,0.1,1,cash
513,4,prenagen mommy,woman,2023-03-18,4,52742,0.1,1,cash
514,2,prenagen esensis,woman,2023-01-23,1,41673,0.1,0,shopeepay
515,6,nutrive benecol,special needs,2023-04-24,7,54275,0.1,1,cash
516,4,prenagen mommy,woman,2023-03-28,6,18944,0.1,0,link aja
517,1,entrasol active,adult,2023-04-23,3,68256,0.1,1,cash
518,3,hic1000 vitamin lemon,beverages,2023-03-18,6,18310,0.1,1,cash
519,1,entrasol active,adult,2023-02-26,6,19248,0.1,0,dana
520,3,hic1000 vitamin lemon,beverages,2023-03-15,2,33147,0.1,1,cash
521,5,prenagen lova,woman,2023-01-23,1,18911,0.1,1,cash
522,1,entrasol active,adult,2023-04-17,2,46010,0.1,0,shopeepay
523,3,hic1000 vitamin lemon,beverages,2023-05-15,1,33417,0.1,1,cash
524,4,prenagen mommy,woman,2023-03-11,1,58466,0.1,1,cash
525,4,prenagen mommy,woman,2023-05-13,5,62526,0.1,0,dana
526,5,prenagen lova,woman,2023-03-23,7,49198,0.1,0,dana
527,6,nutrive benecol,special needs,2023-04-27,4,65222,0.1,1,cash
528,3,hic1000 vitamin lemon,beverages,2023-05-14,5,34308,0.1,0,link aja
529,1,entrasol active,adult,2023-03-23,2,33083,0.1,1,cash
530,2,prenagen esensis,woman,2023-05-04,4,30366,0.1,0,link aja
531,1,entrasol active,adult,2023-02-16,6,22953,0.1,0,dana
532,1,entrasol active,adult,2023-02-27,4,34641,0.1,1,cash
533,2,prenagen esensis,woman,2023-02-04,4,54414,0.1,1,cash
534,1,entrasol active,adult,2023-02-04,6,26226,0.1,0,dana
535,5,prenagen lova,woman,2023-02-10,3,61433,0.1,1,cash
536,3,hic1000 vitamin lemon,beverages,2023-02-12,5,43887,0.1,1,cash
537,4,prenagen mommy,woman,2023-01-28,5,38484,0.1,0,dana
538,3,hic1000 vitamin lemon,beverages,2023-01-10,5,20392,0.1,1,cash
539,6,nutrive benecol,special needs,2023-05-05,5,22061,0.1,1,cash
540,6,nutrive benecol,special needs,2023-04-17,2,66816,0.1,1,cash
541,3,hic1000 vitamin lemon,beverages,2023-04-21,1,55718,0.1,0,link aja
542,6,nutrive benecol,special needs,2023-01-01,4,27688,0.1,0,dana
543,3,hic1000 vitamin lemon,beverages,2023-01-28,3,61557,0.1,0,gopay
544,2,prenagen esensis,woman,2023-02-09,6,44028,0.1,0,dana
545,6,nutrive benecol,special needs,2023-01-16,1,22411,0.1,0,ovo
546,1,entrasol active,adult,2023-04-15,3,29829,0.1,0,gopay
547,1,entrasol active,adult,2023-04-16,6,20372,0.1,1,cash
548,5,prenagen lova,woman,2023-03-23,2,24870,0.1,1,cash
549,3,hic1000 vitamin lemon,beverages,2023-03-02,4,56513,0.1,1,cash
550,5,prenagen lova,woman,2023-01-08,4,58576,0.1,1,cash
551,6,nutrive benecol,special needs,2023-03-09,6,49129,0.1,0,dana
552,3,hic1000 vitamin lemon,beverages,2023-04-08,1,53467,0.1,1,cash
553,6,nutrive benecol,special needs,2023-05-12,6,63176,0.1,1,cash
554,3,hic1000 vitamin lemon,beverages,2023-02-17,5,19574,0.1,1,cash
555,2,prenagen esensis,woman,2023-04-29,5,50337,0.1,1,cash
556,5,prenagen lova,woman,2023-02-03,3,36208,0.1,1,cash
557,2,prenagen esensis,woman,2023-02-22,3,34141,0.1,1,cash
558,1,entrasol active,adult,2023-01-16,7,34855,0.1,1,cash
559,3,hic1000 vitamin lemon,beverages,2023-01-27,6,55803,0.1,1,cash
560,6,nutrive benecol,special needs,2023-03-05,7,62237,0.1,0,link aja
561,6,nutrive benecol,special needs,2023-05-05,4,34415,0.1,0,link aja
562,3,hic1000 vitamin lemon,beverages,2023-01-26,5,54892,0.1,0,ovo
563,6,nutrive benecol,special needs,2023-04-24,3,29910,0.1,1,cash
564,4,prenagen mommy,woman,2023-04-27,3,32860,0.1,1,cash
565,1,entrasol active,adult,2023-04-04,7,53841,0.1,0,dana
566,3,hic1000 vitamin lemon,beverages,2023-01-19,3,32952,0.1,1,cash
567,2,prenagen esensis,woman,2023-02-18,7,65509,0.1,0,link aja
568,3,hic1000 vitamin lemon,beverages,2023-02-12,6,67542,0.1,1,cash
569,1,entrasol active,adult,2023-03-10,5,35747,0.1,0,gopay
570,6,nutrive benecol,special needs,2023-02-19,6,22687,0.1,1,cash
571,3,hic1000 vitamin lemon,beverages,2023-05-11,5,60315,0.1,1,cash
572,5,prenagen lova,woman,2023-03-28,3,56632,0.1,1,cash
573,3,hic1000 vitamin lemon,beverages,2023-01-25,4,38149,0.1,1,cash
574,3,hic1000 vitamin lemon,beverages,2023-03-20,5,41484,0.1,1,cash
575,6,nutrive benecol,special needs,2023-03-09,1,,0.1,0,ovo
576,3,hic1000 vitamin lemon,beverages,2023-03-03,5,68868,0.1,1,cash
577,6,nutrive benecol,special needs,2023-02-17,2,55688,0.1,0,gopay
578,1,entrasol active,adult,2023-04-11,5,18868,0.1,1,cash
579,1,entrasol active,adult,2023-01-08,1,69287,0.1,0,link aja
580,5,prenagen lova,woman,2023-02-10,1,56584,0.1,0,link aja
581,4,prenagen mommy,woman,2023-03-06,4,57170,0.1,0,ovo
582,3,hic1000 vitamin lemon,beverages,2023-04-29,1,42678,0.1,0,link aja
583,4,prenagen mommy,woman,2023-03-24,6,51955,0.1,0,link aja
584,6,nutrive benecol,special needs,2023-03-26,2,51317,0.1,0,link aja
585,1,entrasol active,adult,2023-03-04,7,67224,0.1,1,cash
586,5,prenagen lova,woman,2023-04-13,3,57946,0.1,1,cash
587,2,prenagen esensis,woman,2023-05-12,6,69189,0.1,1,cash
588,4,prenagen mommy,woman,2023-02-21,5,29295,0.1,1,cash
589,2,prenagen esensis,woman,2023-04-17,4,59664,0.1,1,cash
590,4,prenagen mommy,woman,2023-01-09,6,54837,0.1,0,gopay
591,4,prenagen mommy,woman,2023-02-05,1,58629,0.1,0,dana
592,6,nutrive benecol,special needs,2023-01-12,4,51815,0.1,1,cash
593,5,prenagen lova,woman,2023-04-07,4,34598,0.1,0,link aja
594,4,prenagen mommy,woman,2023-04-02,5,30900,0.1,1,cash
595,5,prenagen lova,woman,2023-01-01,6,51814,0.1,1,cash
596,6,nutrive benecol,special needs,2023-02-21,3,51119,0.1,1,cash
597,4,prenagen mommy,woman,2023-02-18,6,28464,0.1,1,cash
598,6,nutrive benecol,special needs,2023-04-04,6,43230,0.1,1,cash
599,4,prenagen mommy,woman,2023-03-19,3,57719,0.1,0,link aja
600,1,entrasol active,adult,2023-01-13,2,47996,0.1,0,ovo
601,5,prenagen lova,woman,2023-04-24,1,59079,0.1,1,cash
602,6,nutrive benecol,special needs,2023-04-30,6,61831,0.1,1,cash
603,5,prenagen lova,woman,2023-02-28,7,26937,0.1,1,cash
604,4,prenagen mommy,woman,2023-04-02,4,27656,0.1,0,link aja
605,4,prenagen mommy,woman,2023-04-18,1,32231,0.1,1,cash
606,3,hic1000 vitamin lemon,beverages,2023-04-05,2,40528,0.1,1,cash
607,1,entrasol active,adult,2023-01-06,7,56698,0.1,1,cash
608,1,entrasol active,adult,2023-03-11,1,53608,0.1,1,cash
609,4,prenagen mommy,woman,2023-04-30,6,63402,0.1,0,link aja
610,6,nutrive benecol,special needs,2023-03-20,5,60148,0.1,1,cash
611,3,hic1000 vitamin lemon,beverages,2023-05-02,4,41348,0.1,0,link aja
612,6,nutrive benecol,special needs,2023-04-23,2,50322,0.1,1,cash
613,4,prenagen mommy,woman,2023-03-24,2,26696,0.1,1,cash
614,3,hic1000 vitamin lemon,beverages,2023-03-29,7,42429,0.1,0,link aja
615,2,prenagen esensis,woman,2023-02-23,7,22371,0.1,1,cash
616,5,prenagen lova,woman,2023-03-28,4,28795,0.1,1,cash
617,3,hic1000 vitamin lemon,beverages,2023-01-12,2,57553,0.1,0,ovo
618,2,prenagen esensis,woman,2023-01-01,7,64619,0.1,0,link aja
619,2,prenagen esensis,woman,2023-02-27,5,28242,0.1,0,dana
620,1,entrasol active,adult,2023-04-20,,54877,0.1,0,dana
621,4,prenagen mommy,woman,2023-04-16,3,60317,0.1,0,gopay
622,1,entrasol active,adult,2023-03-19,1,45872,0.1,1,cash
623,5,prenagen lova,woman,2023-01-08,7,50001,0.1,1,cash
624,3,hic1000 vitamin lemon,beverages,2023-03-12,1,67946,0.1,1,cash
625,5,prenagen lova,woman,2023-03-13,6,43864,0.1,1,cash
626,5,prenagen lova,woman,2023-04-18,6,44606,0.1,1,cash
627,4,prenagen mommy,woman,2023-01-30,1,33449,0.1,0,link aja
628,2,prenagen esensis,woman,2023-01-02,2,66093,0.1,0,link aja
629,4,prenagen mommy,woman,2023-01-18,2,27752,0.1,0,link aja
630,4,prenagen mommy,woman,2023-02-27,6,32078,0.1,1,cash
631,6,nutrive benecol,special needs,2023-05-01,2,63656,0.1,0,link aja
632,2,prenagen esensis,woman,2023-02-06,1,26593,0.1,0,shopeepay
633,5,prenagen lova,woman,2023-01-12,6,52043,0.1,1,cash
634,1,entrasol active,adult,2023-03-06,4,45043,0.1,0,dana
635,5,prenagen lova,woman,2023-03-22,2,63775,0.1,1,cash
636,1,entrasol active,adult,2023-02-06,2,65180,0.1,0,ovo
637,1,entrasol active,adult,2023-04-18,5,20389,0.1,0,gopay
638,6,nutrive benecol,special needs,2023-04-08,4,25235,0.1,1,cash
639,6,nutrive benecol,special needs,2023-02-03,3,60884,0.1,1,cash
640,3,hic1000 vitamin lemon,beverages,2023-01-19,6,22698,0.1,1,cash
641,2,prenagen esensis,woman,2023-03-10,1,19296,0.1,0,dana
642,3,hic1000 vitamin lemon,beverages,2023-05-07,2,50234,0.1,0,dana
643,3,hic1000 vitamin lemon,beverages,2023-04-08,4,25085,0.1,1,cash
644,5,prenagen lova,woman,2023-02-08,7,54378,0.1,0,link aja
645,6,nutrive benecol,special needs,2023-01-20,3,23012,0.1,0,dana
646,3,hic1000 vitamin lemon,beverages,2023-01-05,1,55338,0.1,0,link aja
647,3,hic1000 vitamin lemon,beverages,2023-03-10,5,35262,0.1,1,cash
648,3,hic1000 vitamin lemon,beverages,2023-02-20,2,53720,0.1,1,cash
649,4,prenagen mommy,woman,2023-03-20,5,32456,0.1,1,cash
650,3,hic1000 vitamin lemon,beverages,2023-02-16,3,58730,0.1,1,cash
651,6,nutrive benecol,special needs,2023-04-27,2,20585,0.1,0,gopay
652,5,prenagen lova,woman,2023-05-15,7,65088,0.1,1,cash
653,3,hic1000 vitamin lemon,beverages,2023-04-27,7,32142,0.1,0,link aja
654,3,hic1000 vitamin lemon,beverages,2023-02-02,2,24580,0.1,1,cash
655,3,hic1000 vitamin lemon,beverages,2023-04-04,6,37853,0.1,0,link aja
656,5,prenagen lova,woman,2023-01-21,1,33383,0.1,0,ovo
657,4,prenagen mommy,woman,2023-05-01,6,42661,0.1,1,cash
658,6,nutrive benecol,special needs,2023-01-19,7,33518,0.1,1,cash
659,3,hic1000 vitamin lemon,beverages,2023-03-05,4,31149,0.1,0,link aja
660,4,prenagen mommy,woman,2023-05-04,5,26784,0.1,0,dana
661,5,prenagen lova,woman,2023-01-18,4,54889,0.1,1,cash
662,5,prenagen lova,woman,2023-04-29,5,68129,0.1,1,cash
663,3,hic1000 vitamin lemon,beverages,2023-04-18,2,63181,0.1,1,cash
664,2,prenagen esensis,woman,2023-01-12,7,40498,0.1,1,cash
665,3,hic1000 vitamin lemon,beverages,2023-02-28,6,68956,0.1,1,cash
666,3,hic1000 vitamin lemon,beverages,2023-04-16,7,35772,0.1,0,dana
667,5,prenagen lova,woman,2023-02-11,6,63045,0.1,1,cash
668,4,prenagen mommy,woman,2023-03-06,6,57969,0.1,1,cash
669,1,entrasol active,adult,2023-01-02,2,38633,0.1,1,cash
670,1,entrasol active,adult,2023-04-30,4,68026,0.1,1,cash
671,5,prenagen lova,woman,2023-04-24,4,36742,0.1,1,cash
672,3,hic1000 vitamin lemon,beverages,2023-01-02,6,59622,0.1,1,cash
673,3,hic1000 vitamin lemon,beverages,2023-01-21,1,27645,0.1,0,link aja
674,1,entrasol active,adult,2023-03-05,7,22374,0.1,0,link aja
675,5,prenagen lova,woman,2023-02-08,1,,0.1,1,cash
676,3,hic1000 vitamin lemon,beverages,2023-05-01,7,18641,0.1,1,cash
677,5,prenagen lova,woman,2023-03-20,,57880,0.1,0,ovo
678,1,entrasol active,adult,2023-03-20,1,41421,0.1,1,cash
679,3,hic1000 vitamin lemon,beverages,2023-05-15,7,36527,0.1,1,cash
680,6,nutrive benecol,special needs,2023-02-06,2,31109,0.1,1,cash
681,5,prenagen lova,woman,2023-02-10,1,19777,0.1,1,cash
682,3,hic1000 vitamin lemon,beverages,2023-01-12,6,62363,0.1,0,shopeepay
683,1,entrasol active,adult,2023-04-26,2,53688,0.1,1,cash
684,3,hic1000 vitamin lemon,beverages,2023-01-02,4,68473,0.1,0,link aja
685,2,prenagen esensis,woman,2023-02-16,4,46256,0.1,1,cash
686,3,hic1000 vitamin lemon,beverages,2023-04-13,1,35564,0.1,0,ovo
687,1,entrasol active,adult,2023-01-10,7,52965,0.1,1,cash
688,6,nutrive benecol,special needs,2023-03-10,6,42381,0.1,0,dana
689,5,prenagen lova,woman,2023-05-08,2,29552,0.1,1,cash
690,2,prenagen esensis,woman,2023-01-01,6,58197,0.1,1,cash
691,6,nutrive benecol,special needs,2023-01-21,2,67653,0.1,0,dana
692,2,prenagen esensis,woman,2023-02-08,4,44945,0.1,1,cash
693,1,entrasol active,adult,2023-05-13,7,57169,0.1,0,ovo
694,5,prenagen lova,woman,2023-01-18,7,67847,0.1,1,cash
695,2,prenagen esensis,woman,2023-02-04,2,24364,0.1,0,shopeepay
696,3,hic1000 vitamin lemon,beverages,2023-03-31,2,32177,0.1,1,cash
697,2,prenagen esensis,woman,2023-02-01,1,50054,0.1,0,ovo
698,1,entrasol active,adult,2023-03-10,1,68710,0.1,0,dana
699,4,prenagen mommy,woman,2023-01-10,5,38073,0.1,0,dana
700,3,hic1000 vitamin lemon,beverages,2023-04-10,5,62840,0.1,0,dana
701,6,nutrive benecol,special needs,2023-03-16,6,51955,0.1,0,ovo
702,6,nutrive benecol,special needs,2023-03-16,7,31412,0.1,1,cash
703,1,entrasol active,adult,2023-01-14,3,56867,0.1,0,link aja
704,6,nutrive benecol,special needs,2023-05-04,1,22511,0.1,1,cash
705,4,prenagen mommy,woman,2023-01-16,6,35995,0.1,0,gopay
706,4,prenagen mommy,woman,2023-01-09,1,30513,0.1,0,shopeepay
707,1,entrasol active,adult,2023-01-16,2,42056,0.1,1,cash
708,1,entrasol active,adult,2023-03-18,4,17893,0.1,0,link aja
709,6,nutrive benecol,special needs,2023-03-17,3,67590,0.1,0,gopay
710,2,prenagen esensis,woman,2023-04-19,6,25733,0.1,1,cash
711,6,nutrive benecol,special needs,2023-04-23,1,67605,0.1,1,cash
712,1,entrasol active,adult,2023-03-13,1,66114,0.1,0,dana
713,5,prenagen lova,woman,2023-03-31,3,42669,0.1,1,cash
714,1,entrasol active,adult,2023-03-14,1,53571,0.1,1,cash
715,2,prenagen esensis,woman,2023-04-04,7,32410,0.1,1,cash
716,1,entrasol active,adult,2023-04-29,4,54256,0.1,0,link aja
717,2,prenagen esensis,woman,2023-03-17,4,51952,0.1,1,cash
718,6,nutrive benecol,special needs,2023-04-17,2,60068,0.1,1,cash
719,5,prenagen lova,woman,2023-04-07,3,48184,0.1,0,dana
720,2,prenagen esensis,woman,2023-05-07,2,56595,0.1,0,link aja
721,1,entrasol active,adult,2023-02-05,2,29689,0.1,1,cash
722,3,hic1000 vitamin lemon,beverages,2023-01-26,6,61402,0.1,1,cash
723,2,prenagen esensis,woman,2023-01-13,1,52679,0.1,1,cash
724,6,nutrive benecol,special needs,2023-03-02,3,20334,0.1,0,link aja
725,5,prenagen lova,woman,2023-02-14,6,34694,0.1,1,cash
726,2,prenagen esensis,woman,2023-03-01,2,36073,0.1,1,cash
727,5,prenagen lova,woman,2023-05-10,4,55713,0.1,1,cash
728,2,prenagen esensis,woman,2023-03-16,2,34899,0.1,1,cash
729,2,prenagen esensis,woman,2023-01-29,3,30413,0.1,1,cash
730,4,prenagen mommy,woman,2023-01-14,5,30523,0.1,0,dana
731,1,entrasol active,adult,2023-02-25,5,34018,0.1,1,cash
732,4,prenagen mommy,woman,2023-04-14,7,51498,0.1,0,dana
733,6,nutrive benecol,special needs,2023-03-21,2,53160,0.1,1,cash
734,6,nutrive benecol,special needs,2023-04-06,6,35259,0.1,0,link aja
735,6,nutrive benecol,special needs,2023-02-17,2,50738,0.1,1,cash
736,4,prenagen mommy,woman,2023-01-06,6,61527,0.1,0,gopay
737,6,nutrive benecol,special needs,2023-03-12,7,34214,0.1,1,cash
738,2,prenagen esensis,woman,2023-01-29,6,46458,0.1,1,cash
739,1,entrasol active,adult,2023-01-24,5,62167,0.1,1,cash
740,3,hic1000 vitamin lemon,beverages,2023-03-29,2,67636,0.1,0,link aja
741,6,nutrive benecol,special needs,2023-05-03,7,54507,0.1,1,cash
742,3,hic1000 vitamin lemon,beverages,2023-03-03,3,56321,0.1,1,cash
743,6,nutrive benecol,special needs,2023-04-13,3,29967,0.1,1,cash
744,5,prenagen lova,woman,2023-01-31,4,51491,0.1,0,link aja
745,3,hic1000 vitamin lemon,beverages,2023-01-02,1,45917,0.1,0,link aja
746,3,hic1000 vitamin lemon,beverages,2023-01-30,6,37688,0.1,1,cash
747,1,entrasol active,adult,2023-02-12,3,18021,0.1,1,cash
748,3,hic1000 vitamin lemon,beverages,2023-01-10,1,34906,0.1,1,cash
749,4,prenagen mommy,woman,2023-02-10,2,60967,0.1,0,gopay
