ID Invoice,Kota,Produk,Jumlah Barang,Total Harga,Metode Pembayaran
793-10-3222,Jakarta,Diabetasol,6,103433,Credit card
346-12-3257,Jakarta,Hydro Coco,9,128812,Cash
110-05-6330,Bekasi,Diabetasol Wafer,6,143824,Credit card
651-61-0874,Bekasi,Morinaga Chil Kid Platinum,4,82284,Credit card
236-86-3015,Bekasi,Diabetasol,1,42449,Ewallet
831-64-0259,Jakarta,Hydro Coco,5,78530,Ewallet
587-03-7455,Bekasi,Fitbar Multigrain Chocolate,7,115961,Ewallet
882-40-4577,Bogor,Fitbar Multigrain Raisins,4,178883,Credit card
732-67-5346,Bogor,Diabetasol,5,86286,Credit card
725-32-9708,Jakarta,Diabetasol,4,41630,Cash
256-08-8343,Bogor,Diabetasol Wafer,4,45581,Ewallet
372-26-1506,Bekasi,Diabetasol Wafer,5,37122,Ewallet
244-08-0162,Jakarta,Fitbar Multigrain Raisins,10,132241,Cash
569-71-4390,Jakarta,Diabetasol,2,155652,Ewallet
132-23-6451,Bogor,Diabetasol,5,42442,Cash
696-90-2548,Bogor,Fitbar Multigrain Chocolate,3,153790,Ewallet
472-15-9636,Bogor,Fitbar Multigrain Chocolate,8,76728,Ewallet
268-03-6164,Jakarta,Fitbar Multigrain Raisins,1,188316,Ewallet
750-57-9686,Bekasi,Fitbar Multigrain Raisins,4,186396,Credit card
186-09-3669,Bekasi,Morinaga Chil Kid Platinum,1,108435,Ewallet
848-07-1692,Jakarta,Fitbar Multigrain Raisins,2,121397,Ewallet
745-71-3520,Bogor,Diabetasol,7,40205,Cash
266-76-6436,Bekasi,Hydro Coco,3,14894,Ewallet
740-22-2500,Bekasi,Fitbar Multigrain Chocolate,3,192631,Cash
271-88-8734,Bekasi,Hydro Coco,10,195618,Credit card
301-81-8610,Jakarta,Fitbar Multigrain Chocolate,8,28464,Credit card
489-64-4354,Bekasi,Diabetasol Wafer,1,162316,Cash
198-84-7132,Jakarta,Hydro Coco,9,182242,Cash
269-10-8440,Bogor,Morinaga Chil Kid Platinum,7,125567,Cash
650-98-6268,Jakarta,Diabetasol Wafer,3,61321,Credit card
741-73-3559,Jakarta,Fitbar Multigrain Chocolate,5,85309,Cash
325-77-6186,Bogor,Morinaga Chil Kid Platinum,10,97871,Ewallet
286-75-7818,Jakarta,Fitbar Multigrain Raisins,2,143059,Credit card
574-57-9721,Bekasi,Diabetasol Wafer,2,180747,Ewallet
459-50-7686,Bogor,Fitbar Multigrain Raisins,6,149882,Ewallet
616-87-0016,Jakarta,Diabetasol,7,18482,Credit card
837-55-7229,Jakarta,Hydro Coco,1,174786,Credit card
751-69-0068,Bekasi,Hydro Coco,9,130250,Ewallet
257-73-1380,Bekasi,Diabetasol,4,137069,Ewallet
345-08-4992,Bogor,Diabetasol,6,90225,Credit card
549-96-4200,Bekasi,Fitbar Multigrain Chocolate,4,74948,Ewallet
810-60-6344,Bekasi,Diabetasol,8,76646,Credit card
450-28-2866,Bekasi,Fitbar Multigrain Chocolate,5,54912,Cash
394-30-3170,Jakarta,Diabetasol,8,136694,Credit card
138-17-5109,Bogor,Fitbar Multigrain Chocolate,9,161143,Credit card
192-98-7397,Bekasi,Fitbar Multigrain Raisins,1,138729,Ewallet
301-11-9629,Bogor,Hydro Coco,7,14979,Cash
390-80-5128,Jakarta,Diabetasol Wafer,1,38252,Credit card
235-46-8343,Bekasi,Hydro Coco,10,65049,Credit card
453-12-7053,Bekasi,Fitbar Multigrain Chocolate,3,51970,Credit card
296-11-7041,Jakarta,Fitbar Multigrain Raisins,1,131905,Credit card
449-27-2918,Jakarta,Diabetasol Wafer,1,86637,Credit card
891-01-7034,Jakarta,Diabetasol,6,95736,Cash
744-09-5786,Jakarta,Fitbar Multigrain Raisins,6,156839,Cash
727-17-0390,Bogor,Hydro Coco,5,124335,Ewallet
568-88-3448,Bogor,Fitbar Multigrain Raisins,1,156812,Ewallet
187-83-5490,Bogor,Diabetasol Wafer,4,44460,Cash
767-54-1907,Jakarta,Fitbar Multigrain Chocolate,5,178926,Cash
710-46-4433,Jakarta,Hydro Coco,9,85254,Credit card
533-33-5337,Jakarta,Fitbar Multigrain Raisins,10,51043,Cash
325-90-8763,Bekasi,Hydro Coco,10,25474,Cash
729-46-7422,Bekasi,Fitbar Multigrain Raisins,1,71861,Credit card
639-76-1242,Bekasi,Fitbar Multigrain Chocolate,5,198973,Cash
234-03-4040,Jakarta,Morinaga Chil Kid Platinum,10,120254,Credit card
326-71-2155,Bekasi,Morinaga Chil Kid Platinum,4,67784,Cash
320-32-8842,Bekasi,Diabetasol Wafer,1,159019,Cash
470-32-9057,Bogor,Diabetasol Wafer,5,171009,Credit card
878-30-2331,Bekasi,Fitbar Multigrain Chocolate,10,185111,Credit card
440-59-5691,Bekasi,Fitbar Multigrain Raisins,7,147831,Credit card
554-53-3790,Jakarta,Diabetasol Wafer,6,67162,Cash
746-19-0921,Bekasi,Diabetasol,1,65780,Ewallet
233-34-0817,Bekasi,Fitbar Multigrain Raisins,1,43762,Cash
767-05-1286,Bekasi,Diabetasol Wafer,6,42854,Ewallet
340-21-9136,Bogor,Fitbar Multigrain Raisins,4,84558,Cash
405-31-3305,Bogor,Hydro Coco,10,75362,Credit card
731-59-7531,Jakarta,Fitbar Multigrain Chocolate,8,124911,Cash
676-39-6028,Bogor,Diabetasol Wafer,5,189120,Cash
502-05-1910,Bogor,Fitbar Multigrain Raisins,3,157640,Credit card
485-30-8700,Bogor,Fitbar Multigrain Raisins,5,10600,Credit card
598-47-9715,Bekasi,Fitbar Multigrain Chocolate,4,183737,Ewallet
701-69-8742,Jakarta,Diabetasol Wafer,10,198337,Ewallet
575-67-1508,Bogor,Morinaga Chil Kid Platinum,1,24037,Ewallet
541-08-3113,Bekasi,Morinaga Chil Kid Platinum,8,133601,Cash
246-11-3901,Bekasi,Morinaga Chil Kid Platinum,10,194345,Cash
674-15-9296,Bogor,Morinaga Chil Kid Platinum,5,199394,Ewallet
305-18-3552,Jakarta,Hydro Coco,10,85730,Cash
493-65-6248,Bekasi,Hydro Coco,10,108026,Credit card
438-01-4015,Jakarta,Diabetasol,4,55611,Ewallet
709-58-4068,Jakarta,Hydro Coco,10,191068,Cash
795-49-7276,Bogor,Morinaga Chil Kid Platinum,4,44164,Ewallet
556-72-8512,Bekasi,Morinaga Chil Kid Platinum,1,190722,Cash
627-95-3243,Jakarta,Morinaga Chil Kid Platinum,9,187808,Ewallet
686-41-0932,Jakarta,Diabetasol Wafer,2,24539,Ewallet
510-09-5628,Bogor,Fitbar Multigrain Raisins,10,169528,Credit card
608-04-3797,Jakarta,Fitbar Multigrain Chocolate,8,15010,Ewallet
148-82-2527,Bekasi,Hydro Coco,10,185021,Credit card
437-53-3084,Jakarta,Fitbar Multigrain Chocolate,2,122432,Ewallet
632-32-4574,Jakarta,Diabetasol Wafer,8,48813,Cash
556-97-7101,Bekasi,Hydro Coco,2,192414,Cash
862-59-8517,Bekasi,Fitbar Multigrain Raisins,6,13197,Cash
401-18-8016,Jakarta,Hydro Coco,1,83662,Cash
420-18-8989,Bogor,Diabetasol,8,132018,Cash
277-63-2961,Jakarta,Hydro Coco,1,15784,Credit card
573-98-8548,Bekasi,Hydro Coco,1,65698,Ewallet
620-02-2046,Bekasi,Morinaga Chil Kid Platinum,2,130647,Ewallet
282-35-2475,Jakarta,Hydro Coco,2,192676,Cash
511-54-3087,Jakarta,Hydro Coco,1,182636,Credit card
726-29-6793,Bogor,Fitbar Multigrain Raisins,8,67428,Ewallet
387-49-4215,Jakarta,Fitbar Multigrain Raisins,3,47346,Cash
862-17-9201,Jakarta,Hydro Coco,6,17962,Credit card
291-21-5991,Jakarta,Diabetasol Wafer,5,163015,Cash
602-80-9671,Bekasi,Fitbar Multigrain Raisins,6,195013,Credit card
347-72-6115,Jakarta,Diabetasol Wafer,7,23268,Credit card
209-61-0206,Bogor,Fitbar Multigrain Chocolate,5,14884,Ewallet
595-27-4851,Bogor,Hydro Coco,7,91486,Ewallet
189-52-0236,Bogor,Morinaga Chil Kid Platinum,7,24090,Cash
503-07-0930,Bekasi,Diabetasol,7,39866,Credit card
413-20-6708,Bekasi,Diabetasol,1,132448,Ewallet
425-85-2085,Jakarta,Diabetasol,5,107693,Ewallet
521-18-7827,Bekasi,Hydro Coco,5,145535,Credit card
220-28-1851,Bogor,Morinaga Chil Kid Platinum,2,81764,Ewallet
600-38-9738,Bekasi,Hydro Coco,5,185370,Credit card
734-91-1155,Jakarta,Diabetasol,3,124587,Credit card
451-28-5717,Bekasi,Fitbar Multigrain Raisins,6,80404,Cash
609-81-8548,Bogor,Fitbar Multigrain Chocolate,6,105956,Credit card
133-14-7229,Bekasi,Diabetasol Wafer,2,22632,Cash
534-01-4457,Bogor,Hydro Coco,6,167684,Credit card
719-89-8991,Bogor,Diabetasol Wafer,5,68544,Ewallet
286-62-6248,Jakarta,Fitbar Multigrain Raisins,4,37485,Credit card
339-38-9982,Jakarta,Hydro Coco,2,164247,Ewallet
827-44-5872,Jakarta,Fitbar Multigrain Chocolate,10,142677,Credit card
827-77-7633,Bogor,Diabetasol Wafer,9,18121,Cash
287-83-1405,Bogor,Fitbar Multigrain Chocolate,6,190196,Ewallet
435-13-4908,Bogor,Hydro Coco,8,181703,Credit card
857-67-9057,Jakarta,Diabetasol Wafer,10,52424,Ewallet
236-27-1144,Bekasi,Diabetasol,9,152864,Ewallet
892-05-6689,Bogor,Fitbar Multigrain Raisins,5,105880,Ewallet
583-41-4548,Bekasi,Diabetasol Wafer,7,131984,Ewallet
339-12-4827,Jakarta,Morinaga Chil Kid Platinum,1,77644,Credit card
643-38-7867,Bogor,Hydro Coco,1,30519,Ewallet
308-81-0538,Bogor,Fitbar Multigrain Chocolate,4,74629,Credit card
358-88-9262,Bekasi,Diabetasol,6,131579,Ewallet
460-35-4390,Bogor,Diabetasol,3,68715,Ewallet
343-87-0864,Bekasi,Hydro Coco,1,19920,Credit card
173-50-1108,Jakarta,Fitbar Multigrain Raisins,4,33273,Credit card
243-47-2663,Bekasi,Fitbar Multigrain Raisins,6,15637,Credit card
841-18-8232,Jakarta,Morinaga Chil Kid Platinum,1,58693,Credit card
701-23-5550,Jakarta,Hydro Coco,4,95134,Ewallet
647-50-1224,Bogor,Fitbar Multigrain Raisins,10,97672,Ewallet
541-48-8554,Bogor,Morinaga Chil Kid Platinum,9,78375,Credit card
539-21-7227,Jakarta,Diabetasol Wafer,5,180068,Cash
213-32-1216,Bogor,Hydro Coco,6,83443,Cash
747-58-7183,Jakarta,Morinaga Chil Kid Platinum,3,138062,Ewallet
582-52-8065,Jakarta,Diabetasol,9,73924,Cash
210-57-1719,Jakarta,Diabetasol,9,109871,Cash
399-69-4630,Bekasi,Diabetasol Wafer,6,39386,Credit card
134-75-2619,Bogor,Morinaga Chil Kid Platinum,7,104920,Cash
356-44-8813,Jakarta,Diabetasol,3,82148,Credit card
198-66-9832,Jakarta,Fitbar Multigrain Chocolate,2,129578,Cash
283-26-5248,Bekasi,Morinaga Chil Kid Platinum,10,109679,Ewallet
712-39-0363,Bogor,Morinaga Chil Kid Platinum,6,15643,Ewallet
218-59-9410,Bogor,Fitbar Multigrain Chocolate,3,141406,Ewallet
174-75-0888,Jakarta,Hydro Coco,9,87647,Cash
866-99-7614,Bekasi,Diabetasol,10,23745,Credit card
134-54-4720,Jakarta,Diabetasol,8,19921,Ewallet
760-90-2357,Bogor,Morinaga Chil Kid Platinum,6,39959,Ewallet
514-37-2845,Jakarta,Diabetasol Wafer,2,83779,Cash
698-98-5964,Bogor,Fitbar Multigrain Raisins,10,141538,Credit card
718-57-9773,Bekasi,Fitbar Multigrain Raisins,10,123942,Credit card
651-88-7328,Bogor,Fitbar Multigrain Chocolate,9,189554,Cash
241-11-2261,Jakarta,Diabetasol,7,194776,Credit card
408-26-9866,Bekasi,Diabetasol,7,74581,Ewallet
834-83-1826,Jakarta,Fitbar Multigrain Raisins,5,150519,Credit card
343-61-3544,Jakarta,Diabetasol,10,28767,Cash
239-48-4278,Bogor,Fitbar Multigrain Chocolate,7,162432,Ewallet
355-34-6244,Jakarta,Fitbar Multigrain Raisins,2,67561,Credit card
550-84-8664,Bogor,Morinaga Chil Kid Platinum,5,113834,Credit card
339-96-8318,Jakarta,Fitbar Multigrain Chocolate,7,159975,Ewallet
458-61-0011,Jakarta,Diabetasol,4,174135,Cash
592-34-6155,Bekasi,Fitbar Multigrain Raisins,4,196346,Ewallet
797-88-0493,Bogor,Diabetasol,4,153837,Cash
207-73-1363,Jakarta,Morinaga Chil Kid Platinum,2,32175,Ewallet
390-31-6381,Bekasi,Morinaga Chil Kid Platinum,3,116719,Cash
443-82-0585,Bogor,Morinaga Chil Kid Platinum,4,54115,Cash
339-18-7061,Bekasi,Morinaga Chil Kid Platinum,2,166334,Credit card
359-90-3665,Jakarta,Diabetasol,4,112568,Credit card
375-72-3056,Jakarta,Diabetasol,3,83769,Ewallet
127-47-6963,Bogor,Hydro Coco,4,170246,Credit card
278-86-2735,Bogor,Fitbar Multigrain Raisins,3,190494,Cash
695-28-6250,Bogor,Diabetasol Wafer,5,22563,Ewallet
379-17-6588,Bekasi,Hydro Coco,10,85811,Cash
227-50-3718,Bogor,Fitbar Multigrain Chocolate,5,116697,Cash
302-15-2162,Bekasi,Diabetasol Wafer,6,55872,Credit card
788-07-8452,Bekasi,Morinaga Chil Kid Platinum,7,68883,Ewallet
560-49-6611,Bogor,Morinaga Chil Kid Platinum,1,91836,Cash
880-35-0356,Bogor,Morinaga Chil Kid Platinum,3,94043,Ewallet
585-11-6748,Jakarta,Hydro Coco,3,56147,Cash
470-31-3286,Jakarta,Hydro Coco,3,87621,Credit card
152-68-2907,Bogor,Diabetasol Wafer,3,179246,Credit card
123-35-4896,Bekasi,Fitbar Multigrain Chocolate,9,193765,Ewallet
258-69-7810,Bekasi,Morinaga Chil Kid Platinum,5,16487,Cash
334-64-2006,Bogor,Hydro Coco,2,118459,Ewallet
219-61-4139,Bekasi,Morinaga Chil Kid Platinum,1,197664,Ewallet
881-41-7302,Bekasi,Fitbar Multigrain Raisins,1,105140,Credit card
373-09-4567,Bekasi,Hydro Coco,10,105931,Ewallet
642-30-6693,Jakarta,Morinaga Chil Kid Platinum,6,147811,Ewallet
484-22-8230,Bekasi,Fitbar Multigrain Chocolate,7,100096,Cash
830-58-2383,Jakarta,Morinaga Chil Kid Platinum,4,43990,Cash
559-98-9873,Bogor,Fitbar Multigrain Raisins,7,125287,Ewallet
544-32-5024,Bekasi,Fitbar Multigrain Chocolate,4,73413,Credit card
318-12-0304,Bogor,Hydro Coco,1,72645,Ewallet
349-97-8902,Jakarta,Morinaga Chil Kid Platinum,2,56586,Ewallet
421-95-9805,Bogor,Diabetasol Wafer,1,44885,Credit card
277-35-5865,Bekasi,Hydro Coco,9,188776,Cash
789-23-8625,Jakarta,Morinaga Chil Kid Platinum,3,71393,Cash
284-54-4231,Bekasi,Diabetasol Wafer,1,45316,Credit card
443-59-0061,Bogor,Diabetasol,10,94998,Ewallet
509-29-3912,Bogor,Hydro Coco,9,94059,Ewallet
327-40-9673,Jakarta,Diabetasol,6,22173,Cash
840-19-2096,Bekasi,Fitbar Multigrain Raisins,5,153170,Ewallet
828-46-6863,Bogor,Fitbar Multigrain Chocolate,6,64971,Credit card
641-96-3695,Bekasi,Fitbar Multigrain Raisins,6,80227,Ewallet
420-97-3340,Bogor,Hydro Coco,3,195743,Credit card
436-54-4512,Bogor,Morinaga Chil Kid Platinum,1,31734,Cash
670-79-6321,Jakarta,Morinaga Chil Kid Platinum,7,84958,Credit card
852-62-7105,Jakarta,Diabetasol Wafer,10,145813,Credit card
598-06-7312,Jakarta,Diabetasol Wafer,1,127316,Cash
135-13-8269,Jakarta,Diabetasol Wafer,2,182234,Cash
816-57-2053,Bogor,Fitbar Multigrain Raisins,2,116741,Ewallet
628-90-8624,Jakarta,Fitbar Multigrain Raisins,10,190327,Cash
856-66-2701,Bogor,Diabetasol,3,175623,Ewallet
308-39-1707,Bogor,Diabetasol,1,191176,Credit card
149-61-1929,Bogor,Hydro Coco,10,147364,Credit card
655-07-2265,Bogor,Fitbar Multigrain Chocolate,3,185182,Ewallet
589-02-8023,Bogor,Fitbar Multigrain Chocolate,2,182462,Credit card
420-04-7590,Jakarta,Diabetasol,3,151360,Ewallet
182-88-2763,Jakarta,Morinaga Chil Kid Platinum,3,181254,Credit card
188-55-0967,Jakarta,Fitbar Multigrain Raisins,10,62090,Credit card
610-46-4100,Bogor,Fitbar Multigrain Raisins,7,39298,Credit card
318-81-2368,Bekasi,Diabetasol Wafer,1,115413,Cash
364-33-8584,Jakarta,Fitbar Multigrain Chocolate,5,153130,Cash
665-63-9737,Jakarta,Diabetasol Wafer,3,170092,Ewallet
695-09-5146,Jakarta,Fitbar Multigrain Chocolate,3,52634,Ewallet
155-45-3814,Bekasi,Hydro Coco,8,62590,Ewallet
794-32-2436,Jakarta,Fitbar Multigrain Raisins,2,85333,Ewallet
131-15-8856,Bekasi,Morinaga Chil Kid Platinum,8,65836,Credit card
273-84-2164,Bekasi,Morinaga Chil Kid Platinum,5,94840,Ewallet
706-36-6154,Bogor,Diabetasol,9,120369,Ewallet
778-89-7974,Bekasi,Fitbar Multigrain Chocolate,6,189189,Cash
574-31-8277,Jakarta,Fitbar Multigrain Chocolate,1,177335,Cash
859-71-0933,Bekasi,Diabetasol Wafer,2,121692,Cash
740-11-5257,Bekasi,Hydro Coco,10,20299,Cash
369-82-2676,Jakarta,Morinaga Chil Kid Platinum,5,110743,Ewallet
563-47-4072,Jakarta,Morinaga Chil Kid Platinum,6,159203,Cash
742-04-5161,Bogor,Morinaga Chil Kid Platinum,10,92183,Cash
149-15-7606,Jakarta,Fitbar Multigrain Chocolate,9,72736,Ewallet
133-77-3154,Jakarta,Diabetasol Wafer,4,136560,Credit card
169-52-4504,Bogor,Hydro Coco,3,197412,Credit card
250-81-7186,Bekasi,Hydro Coco,1,30117,Credit card
562-12-5430,Bogor,Fitbar Multigrain Chocolate,3,17407,Ewallet
816-72-8853,Bogor,Diabetasol Wafer,5,85364,Cash
491-38-3499,Bogor,Morinaga Chil Kid Platinum,1,193750,Credit card
322-02-2271,Jakarta,Diabetasol Wafer,3,90698,Cash
842-29-4695,Bekasi,Hydro Coco,7,126301,Credit card
725-67-2480,Jakarta,Diabetasol,6,36038,Credit card
641-51-2661,Bekasi,Morinaga Chil Kid Platinum,10,174531,Credit card
714-02-3114,Bekasi,Fitbar Multigrain Chocolate,2,28615,Cash
518-17-2983,Bogor,Diabetasol Wafer,4,122045,Ewallet
779-42-2410,Jakarta,Fitbar Multigrain Chocolate,3,11969,Ewallet
190-14-3147,Jakarta,Diabetasol Wafer,4,174686,Ewallet
408-66-6712,Bekasi,Diabetasol,6,67246,Ewallet
679-22-6530,Jakarta,Diabetasol,2,28873,Credit card
588-47-8641,Bogor,Morinaga Chil Kid Platinum,10,45823,Ewallet
642-61-4706,Jakarta,Diabetasol Wafer,2,147060,Cash
576-31-4774,Jakarta,Morinaga Chil Kid Platinum,3,11228,Ewallet
556-41-6224,Bekasi,Morinaga Chil Kid Platinum,8,124341,Credit card
811-03-8790,Bogor,Fitbar Multigrain Chocolate,10,17676,Credit card
242-11-3142,Jakarta,Diabetasol,2,67726,Cash
752-23-3760,Jakarta,Morinaga Chil Kid Platinum,7,97156,Credit card
274-05-5470,Bogor,Fitbar Multigrain Raisins,4,168220,Cash
648-94-3045,Bekasi,Hydro Coco,10,172938,Ewallet
130-67-4723,Bogor,Fitbar Multigrain Raisins,6,11176,Ewallet
528-87-5606,Jakarta,Fitbar Multigrain Raisins,1,79174,Cash
320-85-2052,Jakarta,Fitbar Multigrain Raisins,1,30480,Credit card
370-96-0655,Bekasi,Diabetasol,6,114660,Ewallet
105-10-6182,Bogor,Fitbar Multigrain Chocolate,2,124613,Ewallet
510-79-0415,Jakarta,Hydro Coco,6,138101,Ewallet
241-96-5076,Jakarta,Hydro Coco,2,162899,Credit card
767-97-4650,Jakarta,Diabetasol,2,197763,Credit card
648-83-1321,Bogor,Diabetasol,10,188012,Cash
173-57-2300,Bekasi,Fitbar Multigrain Raisins,2,74124,Cash
305-03-2383,Bogor,Diabetasol Wafer,3,178665,Cash
394-55-6384,Bekasi,Morinaga Chil Kid Platinum,9,120216,Cash
266-20-6657,Bekasi,Diabetasol Wafer,7,86322,Ewallet
689-05-1884,Bogor,Diabetasol,10,14330,Cash
196-01-2849,Bekasi,Fitbar Multigrain Chocolate,7,161395,Cash
372-62-5264,Bekasi,Fitbar Multigrain Chocolate,9,68526,Cash
800-09-8606,Bogor,Fitbar Multigrain Chocolate,5,152051,Cash
182-52-7000,Bogor,Diabetasol Wafer,4,127132,Ewallet
826-58-8051,Jakarta,Hydro Coco,4,179146,Ewallet
868-06-0466,Bogor,Diabetasol Wafer,9,131768,Credit card
751-41-9720,Bekasi,Fitbar Multigrain Chocolate,10,40478,Ewallet
626-43-7888,Bekasi,Fitbar Multigrain Chocolate,8,56223,Ewallet
176-64-7711,Jakarta,Fitbar Multigrain Chocolate,3,180453,Credit card
191-29-0321,Jakarta,Diabetasol Wafer,10,140089,Credit card
729-06-2010,Jakarta,Fitbar Multigrain Raisins,9,186069,Cash
640-48-5028,Jakarta,Morinaga Chil Kid Platinum,9,136918,Cash
186-79-9562,Jakarta,Diabetasol,7,107958,Cash
834-45-5519,Jakarta,Hydro Coco,4,99881,Ewallet
162-65-8559,Bekasi,Morinaga Chil Kid Platinum,1,56997,Cash
760-27-5490,Bekasi,Fitbar Multigrain Raisins,8,47608,Ewallet
445-30-9252,Bogor,Fitbar Multigrain Chocolate,3,81007,Ewallet
786-94-2700,Bogor,Fitbar Multigrain Raisins,6,108851,Cash
728-88-7867,Bekasi,Morinaga Chil Kid Platinum,4,185369,Ewallet
183-21-3799,Bekasi,Fitbar Multigrain Raisins,9,128727,Ewallet
268-20-3585,Bekasi,Hydro Coco,9,21520,Ewallet
735-32-9839,Bekasi,Diabetasol Wafer,8,129902,Ewallet
258-92-7466,Bogor,Diabetasol Wafer,5,143496,Credit card
857-16-3520,Bogor,Fitbar Multigrain Chocolate,7,70835,Ewallet
482-17-1179,Bogor,Hydro Coco,3,167610,Credit card
788-21-5741,Bogor,Fitbar Multigrain Chocolate,3,103128,Credit card
821-14-9046,Jakarta,Diabetasol,6,21600,Credit card
418-05-0656,Jakarta,Fitbar Multigrain Raisins,7,72470,Cash
678-79-0726,Bekasi,Diabetasol Wafer,9,176740,Cash
776-68-1096,Jakarta,Fitbar Multigrain Raisins,3,150278,Credit card
592-46-1692,Bekasi,Morinaga Chil Kid Platinum,7,19462,Cash
434-35-9162,Jakarta,Hydro Coco,4,47035,Ewallet
149-14-0304,Bekasi,Hydro Coco,8,164749,Cash
442-44-6497,Bekasi,Diabetasol,3,25818,Credit card
174-64-0215,Jakarta,Fitbar Multigrain Chocolate,10,133932,Credit card
210-74-9613,Bekasi,Morinaga Chil Kid Platinum,4,66350,Ewallet
299-29-0180,Jakarta,Morinaga Chil Kid Platinum,7,18769,Cash
247-11-2470,Bogor,Morinaga Chil Kid Platinum,4,103158,Credit card
635-28-5728,Bogor,Diabetasol Wafer,3,155746,Ewallet
756-49-0168,Bogor,Diabetasol,1,136550,Ewallet
438-23-1242,Jakarta,Diabetasol Wafer,7,70960,Ewallet
238-45-6950,Jakarta,Fitbar Multigrain Raisins,1,133717,Ewallet
607-65-2441,Bekasi,Fitbar Multigrain Raisins,10,112852,Credit card
386-27-7606,Bekasi,Hydro Coco,7,129703,Credit card
137-63-5492,Bekasi,Fitbar Multigrain Chocolate,10,126075,Ewallet
197-77-7132,Jakarta,Fitbar Multigrain Chocolate,8,150373,Ewallet
805-86-0265,Bogor,Fitbar Multigrain Chocolate,9,63361,Cash
733-29-1227,Bekasi,Fitbar Multigrain Raisins,7,31977,Cash
451-73-2711,Bekasi,Hydro Coco,1,169133,Ewallet
373-14-0504,Bogor,Diabetasol Wafer,2,185288,Ewallet
546-80-2899,Bogor,Morinaga Chil Kid Platinum,2,119364,Ewallet
345-68-9016,Bekasi,Diabetasol Wafer,8,36241,Credit card
390-17-5806,Bekasi,Fitbar Multigrain Chocolate,1,139950,Cash
457-13-1708,Jakarta,Fitbar Multigrain Raisins,10,55341,Credit card
664-14-2882,Bekasi,Morinaga Chil Kid Platinum,5,123147,Credit card
487-79-6868,Jakarta,Fitbar Multigrain Raisins,9,163802,Credit card
314-23-4520,Bekasi,Fitbar Multigrain Raisins,7,178899,Cash
210-30-7976,Jakarta,Hydro Coco,4,46250,Ewallet
585-86-8361,Bogor,Fitbar Multigrain Chocolate,5,149857,Credit card
807-14-7833,Bogor,Diabetasol,10,46435,Ewallet
775-72-1988,Jakarta,Fitbar Multigrain Chocolate,5,193134,Ewallet
288-38-3758,Bekasi,Diabetasol Wafer,3,179044,Ewallet
652-43-6591,Bogor,Fitbar Multigrain Raisins,8,185293,Credit card
785-96-0615,Jakarta,Fitbar Multigrain Chocolate,8,96063,Ewallet
406-46-7107,Bogor,Diabetasol,6,54514,Cash
250-17-5703,Bogor,Diabetasol Wafer,10,129812,Ewallet
156-95-3964,Bogor,Morinaga Chil Kid Platinum,4,184429,Ewallet
842-40-8179,Jakarta,Hydro Coco,10,25216,Credit card
525-09-8450,Jakarta,Fitbar Multigrain Raisins,10,99680,Credit card
410-67-1709,Bogor,Hydro Coco,8,115591,Ewallet
587-73-4862,Bogor,Diabetasol Wafer,5,185268,Ewallet
787-87-2010,Bogor,Diabetasol,4,77039,Credit card
593-14-4239,Jakarta,Fitbar Multigrain Raisins,8,39127,Ewallet
801-88-0346,Bekasi,Fitbar Multigrain Chocolate,3,95869,Credit card
388-76-2555,Jakarta,Hydro Coco,6,123918,Cash
711-31-1234,Jakarta,Morinaga Chil Kid Platinum,4,178744,Cash
886-54-6089,Bogor,Diabetasol Wafer,6,115718,Cash
707-32-7409,Jakarta,Diabetasol,4,160528,Ewallet
759-98-4285,Bekasi,Fitbar Multigrain Raisins,7,90162,Credit card
201-63-8275,Bekasi,Fitbar Multigrain Raisins,7,167386,Ewallet
471-06-8611,Bekasi,Fitbar Multigrain Chocolate,1,103825,Credit card
200-16-5952,Bekasi,Fitbar Multigrain Chocolate,2,171036,Cash
120-54-2248,Jakarta,Morinaga Chil Kid Platinum,5,178442,Credit card
102-77-2261,Bekasi,Fitbar Multigrain Chocolate,7,41411,Credit card
875-31-8302,Jakarta,Diabetasol Wafer,1,98269,Cash
102-06-2002,Bekasi,Morinaga Chil Kid Platinum,5,22407,Cash
457-94-0464,Jakarta,Fitbar Multigrain Chocolate,9,146975,Ewallet
629-42-4133,Bekasi,Fitbar Multigrain Chocolate,8,155702,Cash
534-53-3526,Bogor,Morinaga Chil Kid Platinum,4,87371,Ewallet
307-04-2070,Bogor,Fitbar Multigrain Chocolate,1,188808,Credit card
468-99-7231,Bekasi,Diabetasol,8,137690,Cash
516-77-6464,Bekasi,Morinaga Chil Kid Platinum,5,181844,Ewallet
404-91-5964,Bogor,Diabetasol,7,16746,Credit card
886-77-9084,Bekasi,Fitbar Multigrain Raisins,8,65768,Ewallet
790-38-4466,Bekasi,Hydro Coco,5,171871,Credit card
704-10-4056,Bekasi,Fitbar Multigrain Chocolate,3,98991,Credit card
497-37-6538,Bogor,Fitbar Multigrain Chocolate,7,190017,Ewallet
651-96-5970,Bogor,Morinaga Chil Kid Platinum,1,46731,Credit card
400-80-4065,Bekasi,Fitbar Multigrain Raisins,4,180764,Credit card
744-16-7898,Jakarta,Hydro Coco,10,124053,Credit card
263-12-5321,Bogor,Fitbar Multigrain Raisins,7,69307,Credit card
702-72-0487,Bogor,Diabetasol,2,161068,Credit card
